biological_family,spore_size_um,spore_shape,wall_type,ornamentation,gene_ITS,genetic_cluster,gc_content,habitat_type,elevation_m,mean_temp_c,pH,conductividad_ds_m,nitrogeno_total_pct,textura_Arcillosa,textura_Arenosa,textura_Franca,textura_Limosa
Agaricaceae,210.34,0,1,1,0.0,1,46.89,1,1791.0,16.1,0.6001738231466447,1.3262423531156688,-1.5542876484842805,0.0,1.0,0.0,0.0
Agaricaceae,77.4,2,0,3,0.0,2,48.3,0,2533.0,12.1,-0.4065038349272968,0.453815752161486,-0.3869964926982791,0.0,0.0,1.0,0.0
Agaricaceae,116.83,1,0,2,0.0,2,42.78,3,3339.0,7.6,-0.0607761543766504,0.4010054252272136,0.166972191403552,0.0,0.0,0.0,1.0
Agaricaceae,117.7,1,0,2,0.0,2,47.15,3,3151.0,8.7,-0.6403784423586161,-0.8284189858026515,-2.4643790580801457,0.0,0.0,0.0,1.0
Agaricaceae,120.59,2,0,3,1.0,2,45.42,1,1441.0,18.1,-2.206321466029192,0.0207710713004511,-0.2682889175336009,0.0,0.0,0.0,1.0
Agaricaceae,143.21,2,1,0,1.0,2,44.87,3,3363.0,7.5,-0.1827976886886435,-0.5812666557502559,1.690386072683587,0.0,0.0,0.0,1.0
Agaricaceae,72.51,1,2,2,0.0,2,50.6,0,2909.0,10.0,0.6408476679173091,0.1538530951748179,1.452970922354232,0.0,0.0,0.0,1.0
Agaricaceae,87.63,2,0,2,1.0,3,44.86,1,1627.0,17.1,-0.8132422826339393,0.7073053214459942,-1.257518710572585,0.0,0.0,1.0,0.0
Agaricaceae,126.95,2,0,2,1.0,0,49.57,3,3186.0,8.5,0.8442168917706308,-0.6594259396129794,-0.2682889175336009,0.0,1.0,0.0,0.0
Agaricaceae,112.25,2,1,0,1.0,2,52.76,0,2639.0,11.5,0.4069730604859889,1.4276381808294718,-1.7521336070920772,0.0,0.0,1.0,0.0
Agaricaceae,247.65,1,1,2,1.0,0,42.84,1,1752.0,16.4,0.7832061246146338,-0.8284189858026515,2.877461824330368,1.0,0.0,0.0,0.0
Agaricaceae,93.65,2,0,2,1.0,0,45.31,1,1915.0,15.5,1.1797761111286114,0.2636985751981049,-0.2880735133943806,0.0,0.0,1.0,0.0
Agaricaceae,91.88,1,0,2,0.0,1,45.19,0,2913.0,10.0,0.3256253709446602,1.015717630742146,-0.2287197258120415,1.0,0.0,0.0,0.0
Agaricaceae,101.78,1,1,2,1.0,2,45.62,0,2307.0,13.3,-0.0607761543766504,-0.8284189858026515,0.8990022382524004,0.0,0.0,0.0,1.0
Agaricaceae,117.08,1,0,2,1.0,2,47.44,0,2541.0,12.0,-0.9250953557532664,-0.4312853272569219,-0.4265656844198385,1.0,0.0,0.0,0.0
Agaricaceae,216.09,0,1,2,1.0,2,47.95,1,1221.0,19.3,-0.030270770798652,-0.6045031996013359,0.6418024920622648,0.0,1.0,0.0,0.0
Agaricaceae,141.19,2,1,0,0.0,2,50.3,0,2524.0,12.1,-2.063963009331867,-0.8284189858026515,0.6220178962014852,0.0,0.0,0.0,1.0
Agaricaceae,179.73,1,1,1,1.0,0,47.34,0,2466.0,12.4,0.6205107455319765,-0.752372115017299,-0.1891505340904821,0.0,0.0,0.0,1.0
Agaricaceae,247.49,0,1,2,1.0,0,53.31,3,3189.0,8.5,1.2306184170919414,-0.8284189858026515,0.1471875955427722,0.0,1.0,0.0,0.0
Agaricaceae,86.31,1,2,2,1.0,1,46.04,0,2430.0,12.6,-0.4471776796979612,-0.8284189858026515,0.0878338079604331,0.0,0.0,0.0,1.0
Agaricaceae,50.99,1,2,2,1.0,1,49.49,1,1552.0,17.5,-0.5590307528172874,-0.8284189858026515,0.166972191403552,0.0,0.0,1.0,0.0
Agaricaceae,203.92,1,1,1,0.0,2,43.49,0,2102.0,14.4,0.1222561470913394,-0.6847748965414301,-2.8798555711565195,1.0,0.0,0.0,0.0
Agaricaceae,150.24,0,1,2,1.0,2,46.8,1,1603.0,17.2,-0.9149268945606006,1.1150010453785786,0.1471875955427722,1.0,0.0,0.0,0.0
Agaricaceae,118.48,1,1,0,0.0,0,49.83,0,2587.0,11.8,-0.8640845885972704,-0.6826624834640591,0.4043873417329084,0.0,0.0,1.0,0.0
Agaricaceae,94.62,1,0,2,1.0,2,47.55,0,2912.0,10.0,0.1629299918620038,-0.8284189858026515,-0.8618267933569914,0.0,1.0,0.0,0.0
Agaricaceae,97.49,1,1,0,1.0,2,47.42,2,4194.0,2.9,0.834048430577964,-0.5770418295955142,1.4134017306326727,0.0,0.0,0.0,1.0
Agaricaceae,82.54,2,1,0,1.0,2,50.32,3,3825.0,5.0,-2.5113753018091747,1.9092683624700373,-1.6532106277881786,1.0,0.0,0.0,0.0
Agaricaceae,76.07,1,2,2,1.0,2,47.82,0,2641.0,11.5,1.4136507185599303,0.9671321299626152,0.8198638548092816,0.0,0.0,0.0,1.0
Agaricaceae,99.48,1,0,0,1.0,2,46.21,1,1836.0,15.9,0.6001738231466447,2.403573022574829,-0.1495813423689226,0.0,0.0,1.0,0.0
Agaricaceae,87.77,2,0,3,1.0,1,43.81,3,3268.0,8.0,-0.4878515244686255,-0.2496178026030243,-0.624411643027635,1.0,0.0,0.0,0.0
Agaricaceae,104.19,2,1,2,1.0,2,44.14,1,1993.0,15.0,-1.494529182542567,-0.7777210719457498,-1.514718456762721,1.0,0.0,0.0,0.0
Agaricaceae,92.36,2,0,2,1.0,0,50.26,0,2139.0,14.2,-0.1827976886886435,-0.4524094580306308,-1.7125644153705175,0.0,0.0,1.0,0.0
Agaricaceae,269.84,0,1,1,1.0,3,46.91,1,1725.0,16.5,-0.4878515244686255,-0.6108404388334485,2.0860779898991813,0.0,0.0,0.0,1.0
Agaricaceae,113.17,1,0,3,1.0,2,43.19,1,1201.0,19.4,0.3052884485593285,0.5319750360242095,0.1471875955427722,0.0,0.0,0.0,1.0
Agaricaceae,104.27,1,0,2,1.0,2,51.55,3,3540.0,6.5,0.6001738231466447,-0.8284189858026515,-2.009333353282213,0.0,0.0,1.0,0.0
Agaricaceae,98.7,1,1,0,1.0,2,46.82,1,1752.0,16.4,-0.1116184603399806,-0.8284189858026515,0.5428795127583663,0.0,0.0,0.0,1.0
Agaricaceae,142.2,2,1,0,1.0,2,44.91,3,3208.0,8.4,-1.2403176527259152,-0.7840583111778625,0.2856797665682302,0.0,0.0,1.0,0.0
Agaricaceae,144.06,1,1,2,1.0,3,50.95,1,1227.0,19.3,0.5798369007613121,-0.4904328934233071,1.6112476892404697,0.0,1.0,0.0,0.0
Agaricaceae,122.13,1,0,0,0.0,2,48.38,3,3313.0,7.8,-0.5793676752026201,1.793085643214638,0.1867567872643316,0.0,1.0,0.0,0.0
Agaricaceae,119.19,2,1,2,0.0,2,41.86,0,2452.0,12.5,-0.1929661498813093,-0.8284189858026515,1.59146309337969,0.0,0.0,1.0,0.0
Agaricaceae,120.59,2,1,0,0.0,0,46.02,3,3839.0,4.9,-0.0506076931839837,-0.8284189858026515,-1.158595731268687,0.0,0.0,1.0,0.0
Agaricaceae,103.36,1,1,2,1.0,2,54.51,0,2828.0,10.4,-0.0099338484133202,1.4973478123827118,1.848662839569825,0.0,1.0,0.0,0.0
Agaricaceae,136.63,1,0,2,1.0,2,50.25,2,4091.0,3.5,-1.2301491915332483,-0.4714211757269689,-0.8618267933569914,0.0,0.0,1.0,0.0
Agaricaceae,135.74,1,0,0,1.0,2,48.95,3,3560.0,6.4,0.5696684395686462,0.5657736452621439,-1.57407224434506,0.0,0.0,1.0,0.0
Agaricaceae,122.42,2,0,2,1.0,2,44.3,3,3581.0,6.3,-0.4166722961199627,-0.8136320942610552,1.1562019844425364,0.0,0.0,0.0,1.0
Agaricaceae,99.73,2,1,0,1.0,3,53.92,0,2243.0,13.7,0.2239407590179998,-0.7967327896420879,-1.1981649229902458,0.0,0.0,0.0,1.0
Agaricaceae,115.43,1,0,3,1.0,2,48.66,3,3366.0,7.5,1.5763460976425878,1.989540059410132,1.6112476892404697,1.0,0.0,0.0,0.0
Agaricaceae,89.56,1,1,2,1.0,0,45.05,1,1397.0,18.3,-1.311496881074577,-0.5707045903634015,-0.9211805809393304,0.0,0.0,0.0,1.0
Agaricaceae,109.0,1,1,0,1.0,2,45.91,3,3938.0,4.3,0.1222561470913394,-0.5284563288159834,1.4925401140757917,1.0,0.0,0.0,0.0
Agaricaceae,85.13,2,1,2,0.0,0,46.16,3,3742.0,5.4,-0.4675146020832929,0.9755817822720988,-0.0902275547865835,0.0,1.0,0.0,0.0
Agaricaceae,105.49,1,0,2,1.0,2,44.08,3,3674.0,5.8,0.5696684395686462,-0.3425639780073439,1.4134017306326727,0.0,1.0,0.0,0.0
Agaricaceae,74.15,1,2,2,1.0,1,49.27,0,2118.0,14.4,-1.6572245616252237,-0.4714211757269689,-0.5057040678629573,0.0,0.0,1.0,0.0
Agaricaceae,116.88,2,0,2,1.0,1,49.91,1,1507.0,17.7,0.4069730604859889,-0.5347935680480961,-0.2682889175336009,0.0,0.0,0.0,1.0
Agaricaceae,74.7,1,0,3,1.0,0,45.68,3,3169.0,8.6,-0.6810522871292805,-0.0299268425564505,0.2461105748466708,0.0,0.0,1.0,0.0
Agaricaceae,248.1,1,1,1,1.0,2,42.85,1,1716.0,16.6,-0.030270770798652,0.0334455497646766,-1.2773033064333643,0.0,1.0,0.0,0.0
Agaricaceae,129.68,1,0,3,1.0,2,48.22,0,2718.0,11.1,-1.3013284198819113,-0.6319645696071575,-0.2880735133943806,1.0,0.0,0.0,0.0
Agaricaceae,139.91,1,0,0,1.0,2,53.36,0,2342.0,13.1,-0.5081884468539573,2.076148995582339,-1.3564416898764833,0.0,0.0,0.0,1.0
Agaricaceae,133.97,2,0,0,0.0,2,53.29,0,2186.0,14.0,-0.6912207483219472,1.0917645015274984,0.8198638548092816,0.0,0.0,1.0,0.0
Agaricaceae,105.06,1,0,2,1.0,2,43.97,0,2877.0,10.2,0.9967438096606211,-0.8284189858026515,0.3054643624290099,0.0,0.0,1.0,0.0
Agaricaceae,102.09,1,0,2,0.0,2,46.2,0,2209.0,13.9,0.8747222753486283,-0.8284189858026515,0.1471875955427722,0.0,1.0,0.0,0.0
Agaricaceae,294.28,0,1,1,1.0,2,45.35,1,1774.0,16.2,0.7120268962659718,-0.5685921772860305,-1.0398881561040088,0.0,0.0,0.0,1.0
Agaricaceae,113.9,1,0,2,0.0,0,50.02,1,1887.0,15.6,-0.4471776796979612,0.2404620313470249,0.4043873417329084,0.0,0.0,0.0,1.0
Agaricaceae,92.14,2,0,2,1.0,2,43.44,1,1688.0,16.7,1.9830845453492312,2.205006193301964,-1.9301949698390943,1.0,0.0,0.0,0.0
Agaricaceae,76.76,1,0,2,1.0,2,43.4,0,2547.0,12.0,-1.6165507168545592,0.046120028228902,0.7011562796446034,0.0,0.0,1.0,0.0
Agaricaceae,84.99,2,1,2,1.0,2,46.01,0,2837.0,10.4,-0.9454322781385992,0.912209389950972,-1.851056586395976,1.0,0.0,0.0,0.0
Agaricaceae,135.61,1,0,2,1.0,0,45.29,3,3644.0,6.0,-0.2234715334593078,0.1010427682405455,-0.2682889175336009,0.0,0.0,1.0,0.0
Agaricaceae,55.26,1,2,2,1.0,2,47.56,0,2200.0,13.9,0.9052276589266268,-0.3679129349357948,0.3846027458721287,0.0,0.0,0.0,1.0
Agaricaceae,132.92,2,0,0,1.0,2,44.32,0,2588.0,11.8,1.505166869293925,-0.0679502779491266,-0.32764270511594,0.0,0.0,0.0,1.0
Agaricaceae,124.77,1,0,0,1.0,2,44.79,0,2824.0,10.5,0.8747222753486283,0.4179047298461806,-0.7431192181923132,0.0,0.0,1.0,0.0
Agaricaceae,250.49,1,1,1,1.0,2,44.25,2,4075.0,3.6,0.3764676769079913,-0.2263812587519443,-2.068687140864552,0.0,0.0,1.0,0.0
Agaricaceae,57.66,1,2,2,0.0,1,50.16,3,3852.0,4.8,1.2306184170919414,1.84378355707154,-0.6441962388884147,0.0,0.0,0.0,1.0
Agaricaceae,99.09,1,0,3,1.0,2,48.8,0,2696.0,11.2,-1.1182961184139222,0.8636238891714412,0.1471875955427722,0.0,1.0,0.0,0.0
Agaricaceae,126.13,1,1,2,1.0,2,46.89,3,3538.0,6.5,0.2951199873666627,-0.3679129349357948,-0.5650578554452959,1.0,0.0,0.0,0.0
Agaricaceae,229.12,1,1,1,1.0,2,49.7,3,3163.0,8.6,-0.5386938304319557,-0.8284189858026515,-1.831271990535196,0.0,0.0,0.0,1.0
Agaricaceae,99.23,1,0,0,1.0,1,39.76,0,2161.0,14.1,0.0002346127793464,-0.8284189858026515,0.2856797665682302,0.0,0.0,0.0,1.0
Agaricaceae,94.14,1,0,3,1.0,1,51.57,0,2226.0,13.8,-1.138633040799254,-0.124985431038141,-1.6136414360666196,0.0,0.0,1.0,0.0
Agaricaceae,182.18,0,1,2,1.0,0,49.52,3,3701.0,5.6,-1.7894145571298834,-0.8284189858026515,0.8990022382524004,0.0,0.0,1.0,0.0
Agaricaceae,236.42,0,1,2,1.0,1,55.7,3,3147.0,8.7,-0.7217261318999448,-0.8220817465705388,-0.2682889175336009,0.0,0.0,1.0,0.0
Agaricaceae,146.08,2,1,0,1.0,0,48.97,1,1864.0,15.7,-0.4980199856612914,-0.5833790688276269,1.0177098134170786,1.0,0.0,0.0,0.0
Agaricaceae,56.74,1,2,2,1.0,2,42.32,0,2963.0,9.7,-0.6403784423586161,-0.7481472888625571,0.2263259789858911,0.0,0.0,0.0,1.0
Agaricaceae,139.25,1,0,0,1.0,1,43.49,2,4030.0,3.8,1.4136507185599303,-0.7925079634873461,1.4134017306326727,0.0,1.0,0.0,0.0
Agaricaceae,132.48,1,0,0,0.0,2,46.81,0,2143.0,14.2,0.9662384260826238,0.6925184299043979,1.512324709936571,0.0,0.0,1.0,0.0
Agaricaceae,69.73,1,2,2,1.0,3,49.39,3,3590.0,6.3,0.0612453799353425,-0.6932245488509137,-0.4067810885590588,0.0,0.0,1.0,0.0
Agaricaceae,187.65,1,1,2,1.0,0,48.31,0,2090.0,14.5,0.396804599293323,-0.7481472888625571,1.59146309337969,0.0,1.0,0.0,0.0
Agaricaceae,97.61,1,0,3,1.0,2,40.42,1,1523.0,17.6,0.4781522888346517,-0.1059737133418029,-0.1100121506473632,1.0,0.0,0.0,0.0
Agaricaceae,50.22,1,2,2,0.0,0,47.88,1,1340.0,18.6,0.396804599293323,0.8699611284035539,0.4835257251760272,1.0,0.0,0.0,0.0
Agaricaceae,125.13,2,1,2,0.0,0,52.11,1,1986.0,15.1,-0.6607153647439488,-0.4101611964832128,1.2946941554679945,0.0,1.0,0.0,0.0
Agaricaceae,97.52,2,0,3,1.0,0,50.01,3,3116.0,8.9,0.4171415216786556,0.5784481237263693,-0.7629038140530929,0.0,0.0,0.0,1.0
Agaricaceae,63.45,1,2,2,1.0,0,43.08,3,3998.0,4.0,0.651016129109975,-0.5305687418933542,1.0177098134170786,1.0,0.0,0.0,0.0
Agaricaceae,128.92,2,1,0,1.0,2,46.16,0,2379.0,12.9,-1.138633040799254,0.3418578590608283,-0.1100121506473632,0.0,1.0,0.0,0.0
Agaricaceae,78.29,2,0,2,1.0,1,51.6,0,2871.0,10.2,0.6815215126879733,-0.7967327896420879,-0.2682889175336009,0.0,0.0,0.0,1.0
Agaricaceae,66.15,1,2,2,1.0,2,49.59,1,1305.0,18.8,-0.3251561453859682,1.184710676931818,0.3846027458721287,0.0,0.0,0.0,1.0
Agaricaceae,95.47,2,0,2,1.0,2,50.32,3,3917.0,4.5,-1.575876872083895,1.7677366862861872,2.6598312698617925,0.0,0.0,0.0,1.0
Agaricaceae,100.64,1,0,2,1.0,3,45.14,1,1201.0,19.4,0.8747222753486283,-0.3277770864657476,-0.2485043216728212,0.0,0.0,1.0,0.0
Agaricaceae,126.78,2,0,2,1.0,3,45.37,3,3337.0,7.6,0.0205715351646781,-0.7396976365530735,-0.1693659382297024,0.0,0.0,0.0,1.0
Agaricaceae,125.83,2,0,3,1.0,3,47.95,1,1549.0,17.5,-0.0201023096059861,1.3875023323594249,-0.8618267933569914,0.0,0.0,0.0,1.0
Agaricaceae,69.75,1,2,2,1.0,2,50.19,0,2486.0,12.3,-0.701389209514613,1.5142471170016791,0.4637411293152475,0.0,1.0,0.0,0.0
Agaricaceae,117.36,2,0,2,0.0,0,44.1,3,3406.0,7.3,0.4679838276419859,0.1538530951748179,-0.624411643027635,0.0,1.0,0.0,0.0
Agaricaceae,100.03,2,0,3,1.0,3,48.74,0,2998.0,9.5,1.0475861156239514,-0.5601425249765469,-0.1100121506473632,0.0,0.0,0.0,1.0
Agaricaceae,118.68,2,0,0,1.0,2,48.14,0,2608.0,11.7,0.6611845903026408,-0.0088027117827414,0.0482646162388743,0.0,0.0,0.0,1.0
Agaricaceae,88.75,1,0,3,1.0,2,49.52,1,1720.0,16.5,-0.6708838259366146,0.0630193328478692,-0.0506583630650241,0.0,0.0,1.0,0.0
Agaricaceae,101.92,1,1,2,0.0,2,47.95,1,1209.0,19.4,-0.5793676752026201,0.0820310505442074,0.2461105748466708,0.0,0.0,1.0,0.0
Agaricaceae,127.35,2,0,2,1.0,1,48.88,0,2856.0,10.3,1.2306184170919414,-0.8284189858026515,0.1867567872643316,1.0,0.0,0.0,0.0
Agaricaceae,74.13,1,2,2,0.0,2,49.79,3,3831.0,4.9,0.1324246082840053,0.193988943644865,-0.881611389217771,1.0,0.0,0.0,0.0
Agaricaceae,56.98,1,2,2,1.0,1,48.57,1,1345.0,18.6,-0.0811130767619821,-0.0362640817885632,1.7497398602659264,1.0,0.0,0.0,0.0
Agaricaceae,85.15,1,1,2,1.0,0,44.92,0,2662.0,11.4,-0.8030738214412735,-0.8284189858026515,0.4241719375936881,0.0,0.0,0.0,1.0
Agaricaceae,242.24,0,1,2,1.0,2,45.04,3,3489.0,6.8,-0.2641453782299721,-0.8284189858026515,-1.1783803271294662,0.0,0.0,1.0,0.0
Agaricaceae,91.55,1,0,0,0.0,3,35.52,1,1830.0,15.9,-0.6912207483219472,-0.8157445073384261,-1.1783803271294662,0.0,1.0,0.0,0.0
Agaricaceae,112.36,2,0,2,1.0,2,49.48,1,1861.0,15.8,-1.504697643735233,1.4804485077637446,-1.6729952236489585,0.0,1.0,0.0,0.0
Agaricaceae,125.85,2,0,3,0.0,2,48.16,0,2187.0,14.0,0.1832669142473355,0.2066634221090905,-0.525488663723737,0.0,1.0,0.0,0.0
Agaricaceae,87.13,1,2,2,0.0,2,52.9,0,2746.0,10.9,0.0409084575500108,-0.1439971487344792,0.7209408755053831,0.0,1.0,0.0,0.0
Agaricaceae,105.13,1,0,0,0.0,1,45.81,0,2120.0,14.3,-1.3521707258452416,-0.8284189858026515,0.068049212099654,0.0,1.0,0.0,0.0
Agaricaceae,126.88,1,0,0,1.0,2,47.17,0,2543.0,12.0,0.7933745858072996,-0.6256273303750448,-0.6639808347491943,1.0,0.0,0.0,0.0
Agaricaceae,70.87,2,0,3,0.0,0,44.82,3,3026.0,9.4,-1.199643807955251,2.0254510817254374,0.3450335541505693,0.0,0.0,0.0,1.0
Agaricaceae,121.92,1,0,0,1.0,2,50.56,3,3549.0,6.5,0.5289945947979819,1.0896520884501275,-0.1100121506473632,0.0,1.0,0.0,0.0
Agaricaceae,180.51,0,1,1,1.0,0,44.77,0,2325.0,13.2,-1.38267610942324,-0.8284189858026515,1.4134017306326727,0.0,1.0,0.0,0.0
Agaricaceae,212.28,1,1,1,0.0,0,40.42,1,1235.0,19.2,0.4883207500273175,0.303834423668152,0.4439565334544678,0.0,0.0,1.0,0.0
Agaricaceae,97.57,1,0,2,0.0,2,51.03,1,1943.0,15.3,0.5493315171833145,0.4411412736972606,0.8396484506700613,0.0,0.0,1.0,0.0
Agaricaceae,74.58,1,2,2,0.0,2,42.54,3,3672.0,5.8,-0.4065038349272968,0.7875770183860886,2.560908290557894,0.0,1.0,0.0,0.0
Agaricaceae,155.0,1,1,1,1.0,2,41.21,1,1907.0,15.5,-0.1624607663033108,-0.2686295202993624,0.1867567872643316,1.0,0.0,0.0,0.0
Agaricaceae,213.17,0,1,2,0.0,0,49.25,3,3808.0,5.1,-0.4776830632759596,-0.6404142219166412,0.5230949168975866,0.0,0.0,1.0,0.0
Agaricaceae,158.3,0,1,1,1.0,0,48.63,0,2155.0,14.1,1.7492099379179111,0.3418578590608283,-0.2089351299512618,0.0,0.0,0.0,1.0
Agaricaceae,148.12,2,1,0,1.0,0,42.6,3,3675.0,5.8,-1.3420022646525755,0.0080965928362257,-1.0398881561040088,1.0,0.0,0.0,0.0
Agaricaceae,255.91,1,1,1,1.0,0,51.11,1,1541.0,17.5,-0.8742530497899362,1.2607575477171706,1.0968481968601973,0.0,0.0,1.0,0.0
Agaricaceae,83.27,1,0,2,1.0,2,52.31,3,3974.0,4.1,-0.7623999766706091,0.4242419690782933,-0.129796746508143,1.0,0.0,0.0,0.0
Agaricaceae,148.04,2,1,2,0.0,2,47.23,0,2694.0,11.2,0.4476469052566532,-0.3045405426146678,1.314478751328774,1.0,0.0,0.0,0.0
Agaricaceae,130.97,1,0,0,0.0,2,48.91,1,1861.0,15.8,0.45781536644932,0.5594364060300312,-0.0110891713434647,0.0,0.0,0.0,1.0
Agaricaceae,124.08,1,0,2,1.0,0,40.7,3,3700.0,5.7,0.8543853529632965,-0.7671590065588952,0.9385714299739598,1.0,0.0,0.0,0.0
Agaricaceae,147.82,2,1,0,1.0,0,45.19,3,3068.0,9.1,0.8747222753486283,1.6578912062629,-0.822257601635432,0.0,0.0,0.0,1.0
Agaricaceae,292.53,1,1,1,1.0,2,51.51,3,3534.0,6.6,-0.8030738214412735,-0.0911868218002066,-0.1100121506473632,0.0,0.0,1.0,0.0
Agaricaceae,287.06,1,1,1,1.0,2,49.09,0,2216.0,13.8,0.0104030739720123,-0.5347935680480961,0.9385714299739598,0.0,1.0,0.0,0.0
Agaricaceae,81.36,1,2,2,0.0,2,49.34,1,1856.0,15.8,-0.2641453782299721,-0.8284189858026515,-0.2682889175336009,0.0,1.0,0.0,0.0
Agaricaceae,60.96,1,2,2,1.0,0,44.49,3,3131.0,8.8,-1.3928445706159058,1.8057601216788637,1.3738325389111132,1.0,0.0,0.0,0.0
Agaricaceae,107.06,2,0,3,1.0,2,49.21,0,2740.0,10.9,0.8442168917706308,-0.8263065727252806,0.7011562796446034,0.0,0.0,0.0,1.0
Agaricaceae,58.25,1,2,2,1.0,0,45.92,3,3203.0,8.4,-0.4268407573126286,-0.7312479842435899,-0.3672118968374994,1.0,0.0,0.0,0.0
Agaricaceae,53.96,1,2,2,1.0,2,45.24,1,1348.0,18.6,-0.7318945930926115,-0.8284189858026515,-1.1388111354079071,1.0,0.0,0.0,0.0
Agaricaceae,138.99,2,0,0,1.0,2,47.4,3,3653.0,5.9,1.4339876409452632,-0.2876412379957005,-0.4661348761413979,1.0,0.0,0.0,0.0
Agaricaceae,112.3,2,0,2,1.0,0,43.6,1,1655.0,16.9,-1.311496881074577,-0.8284189858026515,1.195771176164096,0.0,0.0,0.0,1.0
Agaricaceae,256.65,0,1,2,1.0,2,45.4,1,1999.0,15.0,-0.3149876841933023,-0.1587840402760755,1.1562019844425364,0.0,1.0,0.0,0.0
Agaricaceae,294.04,0,1,2,1.0,2,48.77,0,2384.0,12.9,-0.3149876841933023,0.2848227059718139,0.8000792589485018,0.0,1.0,0.0,0.0
Agaricaceae,185.17,1,1,1,1.0,2,45.16,2,4031.0,3.8,0.3154569097519943,1.5311464216206463,-0.7233346223315335,0.0,1.0,0.0,0.0
Agaricaceae,127.09,1,0,2,1.0,2,50.95,0,2886.0,10.1,-0.8742530497899362,2.7394467018768016,-0.2485043216728212,1.0,0.0,0.0,0.0
Agaricaceae,116.52,1,0,2,0.0,2,45.04,3,3996.0,4.0,1.2306184170919414,-0.8284189858026515,-2.1082563325861114,0.0,0.0,0.0,1.0
Agaricaceae,131.96,1,1,0,1.0,2,46.28,3,3696.0,5.7,-0.1624607663033108,-0.602390786523965,0.7407254713661627,1.0,0.0,0.0,0.0
Agaricaceae,122.04,1,0,3,1.0,2,44.86,1,1510.0,17.7,0.152761530669337,0.7685653006897505,-0.0308737672042444,0.0,0.0,0.0,1.0
Agaricaceae,119.28,2,0,0,1.0,2,36.05,1,1461.0,18.0,2.5118445273678667,1.4529871377579229,-0.2485043216728212,0.0,1.0,0.0,0.0
Agaricaceae,62.42,1,2,2,1.0,2,39.8,0,2642.0,11.5,0.3459622933299928,-0.8284189858026515,1.2749095596072146,0.0,0.0,0.0,1.0
Agaricaceae,168.04,0,1,2,0.0,0,46.18,3,3390.0,7.4,0.9052276589266268,-0.686887309618801,0.91878683411318,0.0,0.0,1.0,0.0
Agaricaceae,232.67,1,1,1,1.0,2,47.29,1,1541.0,17.5,0.45781536644932,-0.8284189858026515,-0.2682889175336009,0.0,1.0,0.0,0.0
Agaricaceae,179.51,1,1,1,1.0,0,43.4,1,1443.0,18.1,0.5900053619539789,1.057965892289564,-0.2287197258120415,0.0,1.0,0.0,0.0
Agaricaceae,256.8,0,1,1,1.0,3,46.05,1,1689.0,16.7,2.06443223489056,-0.8284189858026515,-0.0308737672042444,1.0,0.0,0.0,0.0
Agaricaceae,99.94,1,0,2,1.0,2,45.06,3,3925.0,4.4,0.5391630559906477,-0.7143486796246227,0.1471875955427722,0.0,0.0,1.0,0.0
Agaricaceae,61.58,1,2,2,1.0,2,51.25,1,1598.0,17.2,-0.7522315154779433,-0.7270231580888481,-1.851056586395976,0.0,1.0,0.0,0.0
Agaricaceae,150.43,1,1,1,1.0,2,51.06,0,2628.0,11.5,-1.311496881074577,-0.8157445073384261,0.503310321036807,0.0,1.0,0.0,0.0
Agaricaceae,65.09,1,2,2,1.0,2,48.04,3,3825.0,5.0,-0.2539769170373054,0.1306165513237381,0.8990022382524004,1.0,0.0,0.0,0.0
Agaricaceae,80.84,1,2,2,1.0,2,47.48,2,4106.0,3.4,-0.3454930677712999,-0.8284189858026515,-0.4067810885590588,0.0,1.0,0.0,0.0
Agaricaceae,84.1,2,0,0,1.0,2,48.11,1,1329.0,18.7,2.440665299019204,0.6925184299043979,-0.525488663723737,0.0,0.0,1.0,0.0
Agaricaceae,108.97,2,0,0,0.0,2,41.77,3,3011.0,9.4,-1.43351841538657,-0.8157445073384261,-1.020103560243229,1.0,0.0,0.0,0.0
Agaricaceae,238.4,0,1,1,1.0,2,52.21,3,3185.0,8.5,-1.6470561004325577,-0.6319645696071575,-0.4463502802806182,0.0,0.0,1.0,0.0
Agaricaceae,73.62,1,2,2,0.0,2,50.35,3,3500.0,6.8,1.871231472229903,0.0440076151515311,-1.57407224434506,0.0,0.0,0.0,1.0
Agaricaceae,112.61,2,0,3,0.0,2,48.42,1,1363.0,18.5,0.5086576724126503,1.1572493069259966,-0.881611389217771,0.0,1.0,0.0,0.0
Agaricaceae,97.2,1,0,2,0.0,2,41.2,1,1294.0,18.9,-2.5723860689651707,-0.6615383526903502,1.195771176164096,0.0,1.0,0.0,0.0
Agaricaceae,107.36,1,0,3,0.0,2,47.48,0,2333.0,13.2,0.9052276589266268,-0.0552757994849012,1.452970922354232,0.0,0.0,0.0,1.0
Agaricaceae,94.71,2,0,2,1.0,0,46.44,0,2021.0,14.9,0.0612453799353425,-0.8284189858026515,-0.129796746508143,0.0,0.0,1.0,0.0
Agaricaceae,71.32,2,0,2,1.0,0,46.42,1,1437.0,18.1,-0.9759376617165968,-0.8284189858026515,0.2461105748466708,0.0,0.0,1.0,0.0
Agaricaceae,73.56,1,2,2,1.0,2,48.64,3,3730.0,5.5,-0.4471776796979612,-0.2982033033825551,-0.96074977266089,0.0,0.0,1.0,0.0
